date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:56	38502/38502	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:36%20GMT	http://demo.felippepuhle.com.br/aero/img/person-1.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/person-1.jpg	(from http://demo.felippepuhle.com.br/aero/)
20:25:58	46346/46346	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:43%20GMT	http://demo.felippepuhle.com.br/aero/img/person-2.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/person-2.jpg	(from http://demo.felippepuhle.com.br/aero/)
20:26:05	25958/25958	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:04:51%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/code-prettify/src/prettify.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/code-prettify/src/prettify.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:05	138429/138429	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:05:42%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/jquery/dist/jquery.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/jquery/dist/jquery.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:06	503/503	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:01:45%20GMT	http://demo.felippepuhle.com.br/aero/js/admin.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/admin.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:07	186473/186473	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:11:42%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/js/materialize.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/js/materialize.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:07	920/920	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:01:46%20GMT	http://demo.felippepuhle.com.br/aero/js/utils.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/utils.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:08	762/762	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:01:45%20GMT	http://demo.felippepuhle.com.br/aero/js/colors.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/colors.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:10	4368/4368	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2009%20Jan%202017%2013:27:44%20GMT	http://demo.felippepuhle.com.br/aero/js/theme-switcher.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/theme-switcher.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:14	11411/11411	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:49%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/gauge.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/gauge.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:14	46581/46581	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:51%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/serial.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/serial.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:16	2914/2914	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:07:15%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/themes/light.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/themes/light.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:16	198252/198252	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:49%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/amcharts.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/amcharts3/amcharts/amcharts.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:17	6003/6003	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:18%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/slimscroll/jquery.slimscroll.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/slimscroll/jquery.slimscroll.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:18	2528/2528	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:42%20GMT	http://demo.felippepuhle.com.br/aero/js/pages/dashboard.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/pages/dashboard.js	(from http://demo.felippepuhle.com.br/aero/)
20:26:21	48524/48524	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:32:50%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.woff2	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.html	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:24	21659/21659	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:46%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.eot	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:25	21659/21659	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:46%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.eot?	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thind41d.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:31	20940/20940	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:33%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.eot	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:31	61628/61628	---MCZ	200	added ('OK')	application/font-woff	date:Mon,%2002%20Jan%202017%2018:32:49%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.woff	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.woff	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:35	49380/49380	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:32:36%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.woff2	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.html	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
